日期,植物ID,生长阶段,天气,最高温度(°C),最低温度(°C),湿度(%),光照(小时),降水量(mm),土壤湿度(%),遮阳棚建议,原因
2025/4/16,1,果实膨大期,晴,27.8,19.2,60.0,14.8,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/16,2,果实膨大期,晴,27.8,19.2,60.0,14.8,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/16,3,果实膨大期,晴,27.8,19.2,60.0,14.8,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/16,4,果实膨大期,晴,27.8,19.2,60.0,14.8,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/17,1,果实膨大期,多云,26.9,19.5,68.0,10.1,0.0,63.0,关闭遮阳棚,环境条件适宜
2025/4/17,2,果实膨大期,多云,26.9,19.5,68.0,10.1,0.0,63.0,关闭遮阳棚,环境条件适宜
2025/4/17,3,果实膨大期,多云,26.9,19.5,68.0,10.1,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/4/17,4,果实膨大期,多云,26.9,19.5,68.0,10.1,0.0,57.0,关闭遮阳棚,环境条件适宜
2025/4/18,1,果实膨大期,小雨,25.5,19.8,85.0,5.3,6.8,91.0,关闭遮阳棚,环境条件适宜
2025/4/18,2,果实膨大期,小雨,25.5,19.8,85.0,5.3,6.8,84.0,关闭遮阳棚,环境条件适宜
2025/4/18,3,果实膨大期,小雨,25.5,19.8,85.0,5.3,6.8,95.0,关闭遮阳棚,环境条件适宜
2025/4/18,4,果实膨大期,小雨,25.5,19.8,85.0,5.3,6.8,95.0,关闭遮阳棚,环境条件适宜
2025/4/19,1,果实膨大期,阴,26.0,20.0,88.0,3.1,1.2,66.0,关闭遮阳棚,环境条件适宜
2025/4/19,2,果实膨大期,阴,26.0,20.0,88.0,3.1,1.2,66.0,关闭遮阳棚,环境条件适宜
2025/4/19,3,果实膨大期,阴,26.0,20.0,88.0,3.1,1.2,64.0,关闭遮阳棚,环境条件适宜
2025/4/19,4,果实膨大期,阴,26.0,20.0,88.0,3.1,1.2,68.0,关闭遮阳棚,环境条件适宜
2025/4/2,1,开花期,晴,24.5,15.8,65.0,13.6,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/4/2,2,开花期,晴,24.5,15.8,65.0,13.6,0.0,52.0,关闭遮阳棚,环境条件适宜
2025/4/2,3,营养生长期,晴,24.5,15.8,65.0,13.6,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/4/2,4,营养生长期,晴,24.5,15.8,65.0,13.6,0.0,53.0,关闭遮阳棚,环境条件适宜
2025/4/20,1,果实膨大期,晴,28.0,19.5,75.0,14.9,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/20,2,果实膨大期,晴,28.0,19.5,75.0,14.9,0.0,62.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/20,3,果实膨大期,晴,28.0,19.5,75.0,14.9,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/20,4,果实膨大期,晴,28.0,19.5,75.0,14.9,0.0,62.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/21,1,果实膨大期,晴,28.2,19.8,72.0,15.0,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/21,2,果实膨大期,晴,28.2,19.8,72.0,15.0,0.0,52.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/21,3,果实膨大期,晴,28.2,19.8,72.0,15.0,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/21,4,果实膨大期,晴,28.2,19.8,72.0,15.0,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/22,1,果实膨大期,晴,28.5,20.1,70.0,15.1,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/22,2,果实膨大期,晴,28.5,20.1,70.0,15.1,0.0,60.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/22,3,果实膨大期,晴,28.5,20.1,70.0,15.1,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/22,4,果实膨大期,晴,28.5,20.1,70.0,15.1,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/23,1,果实膨大期,晴,28.8,20.5,68.0,15.2,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/23,2,果实膨大期,晴,28.8,20.5,68.0,15.2,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/23,3,果实膨大期,晴,28.8,20.5,68.0,15.2,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/23,4,果实膨大期,晴,28.8,20.5,68.0,15.2,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/24,1,果实膨大期,晴,29.0,20.8,67.0,15.3,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/24,2,果实膨大期,晴,29.0,20.8,67.0,15.3,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/24,3,果实膨大期,晴,29.0,20.8,67.0,15.3,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/24,4,果实膨大期,晴,29.0,20.8,67.0,15.3,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/25,1,果实膨大期,多云,28.3,21.0,72.0,10.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/4/25,2,果实膨大期,多云,28.3,21.0,72.0,10.5,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/4/25,3,果实膨大期,多云,28.3,21.0,72.0,10.5,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/4/25,4,果实膨大期,多云,28.3,21.0,72.0,10.5,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/4/26,1,果实膨大期,晴,29.3,21.2,70.0,15.4,0.0,61.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/26,2,果实膨大期,晴,29.3,21.2,70.0,15.4,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/26,3,果实膨大期,晴,29.3,21.2,70.0,15.4,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/26,4,果实膨大期,晴,29.3,21.2,70.0,15.4,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/27,1,果实膨大期,晴,29.5,21.5,68.0,15.5,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/27,2,果实膨大期,晴,29.5,21.5,68.0,15.5,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/27,3,果实膨大期,晴,29.5,21.5,68.0,15.5,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/27,4,果实膨大期,晴,29.5,21.5,68.0,15.5,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/28,1,转色期,晴,29.8,21.8,67.0,15.6,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/28,2,转色期,晴,29.8,21.8,67.0,15.6,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/28,3,果实膨大期,晴,29.8,21.8,67.0,15.6,0.0,57.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/28,4,果实膨大期,晴,29.8,21.8,67.0,15.6,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/29,1,转色期,晴,30.0,22.0,65.0,15.7,0.0,60.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/29,2,转色期,晴,30.0,22.0,65.0,15.7,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/29,3,转色期,晴,30.0,22.0,65.0,15.7,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/29,4,转色期,晴,30.0,22.0,65.0,15.7,0.0,53.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/3,1,开花期,晴,24.8,16.0,63.0,13.7,0.0,58.0,关闭遮阳棚,环境条件适宜
2025/4/3,2,开花期,晴,24.8,16.0,63.0,13.7,0.0,59.0,关闭遮阳棚,环境条件适宜
2025/4/3,3,开花期,晴,24.8,16.0,63.0,13.7,0.0,55.0,关闭遮阳棚,环境条件适宜
2025/4/3,4,开花期,晴,24.8,16.0,63.0,13.7,0.0,62.0,关闭遮阳棚,环境条件适宜
2025/4/30,1,转色期,晴,30.2,22.3,64.0,15.8,0.0,57.0,开启遮阳棚,"高温, 强光照"
2025/4/30,2,转色期,晴,30.2,22.3,64.0,15.8,0.0,59.0,开启遮阳棚,"高温, 强光照"
2025/4/30,3,转色期,晴,30.2,22.3,64.0,15.8,0.0,59.0,开启遮阳棚,"高温, 强光照"
2025/4/30,4,转色期,晴,30.2,22.3,64.0,15.8,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/4/4,1,开花期,晴,25.0,16.2,62.0,13.8,0.0,62.0,开启遮阳棚,温度适中但光照强
2025/4/4,2,开花期,晴,25.0,16.2,62.0,13.8,0.0,55.0,开启遮阳棚,温度适中但光照强
2025/4/4,3,开花期,晴,25.0,16.2,62.0,13.8,0.0,56.0,开启遮阳棚,温度适中但光照强
2025/4/4,4,开花期,晴,25.0,16.2,62.0,13.8,0.0,58.0,开启遮阳棚,温度适中但光照强
2025/4/5,1,开花期,晴,25.3,16.5,60.0,13.9,0.0,59.0,开启遮阳棚,温度适中但光照强
2025/4/5,2,开花期,晴,25.3,16.5,60.0,13.9,0.0,57.0,开启遮阳棚,温度适中但光照强
2025/4/5,3,开花期,晴,25.3,16.5,60.0,13.9,0.0,53.0,开启遮阳棚,温度适中但光照强
2025/4/5,4,开花期,晴,25.3,16.5,60.0,13.9,0.0,61.0,开启遮阳棚,温度适中但光照强
2025/4/6,1,开花期,多云,24.5,16.8,68.0,9.0,0.0,64.0,关闭遮阳棚,环境条件适宜
2025/4/6,2,开花期,多云,24.5,16.8,68.0,9.0,0.0,64.0,关闭遮阳棚,环境条件适宜
2025/4/6,3,开花期,多云,24.5,16.8,68.0,9.0,0.0,67.0,关闭遮阳棚,环境条件适宜
2025/4/6,4,开花期,多云,24.5,16.8,68.0,9.0,0.0,66.0,关闭遮阳棚,环境条件适宜
2025/4/7,1,开花期,晴,25.8,17.0,65.0,14.0,0.0,52.0,开启遮阳棚,温度适中但光照强
2025/4/7,2,开花期,晴,25.8,17.0,65.0,14.0,0.0,61.0,开启遮阳棚,温度适中但光照强
2025/4/7,3,开花期,晴,25.8,17.0,65.0,14.0,0.0,58.0,开启遮阳棚,温度适中但光照强
2025/4/7,4,开花期,晴,25.8,17.0,65.0,14.0,0.0,52.0,开启遮阳棚,温度适中但光照强
2025/4/8,1,开花期,晴,26.0,17.3,64.0,14.1,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/8,2,开花期,晴,26.0,17.3,64.0,14.1,0.0,59.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/8,3,开花期,晴,26.0,17.3,64.0,14.1,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/8,4,开花期,晴,26.0,17.3,64.0,14.1,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/9,1,坐果期,晴,26.3,17.5,62.0,14.2,0.0,55.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/9,2,坐果期,晴,26.3,17.5,62.0,14.2,0.0,56.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/9,3,开花期,晴,26.3,17.5,62.0,14.2,0.0,58.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/4/9,4,开花期,晴,26.3,17.5,62.0,14.2,0.0,54.0,开启遮阳棚,"强光照, 温度适中但光照强"
2025/5/1,1,成熟期,晴,30.5,22.5,63.0,15.9,0.0,56.0,开启遮阳棚,"高温, 强光照"
2025/5/1,2,成熟期,晴,30.5,22.5,63.0,15.9,0.0,55.0,开启遮阳棚,"高温, 强光照"
2025/5/1,3,转色期,晴,30.5,22.5,63.0,15.9,0.0,57.0,开启遮阳棚,"高温, 强光照"
2025/5/1,4,转色期,晴,30.5,22.5,63.0,15.9,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/10,1,采收期,晴,32.2,24.8,64.0,16.6,0.0,54.0,开启遮阳棚,"高温, 强光照"
2025/5/10,2,采收期,晴,32.2,24.8,64.0,16.6,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/10,3,采收期,晴,32.2,24.8,64.0,16.6,0.0,55.0,开启遮阳棚,"高温, 强光照"
2025/5/10,4,采收期,晴,32.2,24.8,64.0,16.6,0.0,53.0,开启遮阳棚,"高温, 强光照"
2025/5/11,1,采收期,晴,32.5,25.0,63.0,16.7,0.0,56.0,开启遮阳棚,"高温, 强光照"
2025/5/11,2,采收期,晴,32.5,25.0,63.0,16.7,0.0,53.0,开启遮阳棚,"高温, 强光照"
2025/5/11,3,采收期,晴,32.5,25.0,63.0,16.7,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/11,4,采收期,晴,32.5,25.0,63.0,16.7,0.0,53.0,开启遮阳棚,"高温, 强光照"
2025/5/12,1,采收期,雷阵雨,30.0,23.0,88.0,8.0,15.5,95.0,关闭遮阳棚,环境条件适宜
2025/5/12,2,采收期,雷阵雨,30.0,23.0,88.0,8.0,15.5,95.0,关闭遮阳棚,环境条件适宜
2025/5/12,3,果实膨大期,雷阵雨,30.0,23.0,88.0,8.0,15.5,95.0,关闭遮阳棚,环境条件适宜
2025/5/12,4,果实膨大期,雷阵雨,30.0,23.0,88.0,8.0,15.5,95.0,关闭遮阳棚,环境条件适宜
2025/5/13,1,采收期,晴,32.8,24.0,75.0,16.8,0.0,58.0,开启遮阳棚,"高温, 强光照"
2025/5/13,2,采收期,晴,32.8,24.0,75.0,16.8,0.0,54.0,开启遮阳棚,"高温, 强光照"
2025/5/13,3,转色期,晴,32.8,24.0,75.0,16.8,0.0,52.0,开启遮阳棚,"高温, 强光照"
2025/5/13,4,转色期,晴,32.8,24.0,75.0,16.8,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/2,1,采收期,晴,30.8,22.8,62.0,16.0,0.0,55.0,开启遮阳棚,"高温, 强光照"
2025/5/2,2,采收期,晴,30.8,22.8,62.0,16.0,0.0,52.0,开启遮阳棚,"高温, 强光照"
2025/5/2,3,成熟期,晴,30.8,22.8,62.0,16.0,0.0,57.0,开启遮阳棚,"高温, 强光照"
2025/5/2,4,成熟期,晴,30.8,22.8,62.0,16.0,0.0,60.0,开启遮阳棚,"高温, 强光照"
2025/5/3,1,采收期,多云,29.9,23.0,69.0,11.0,0.0,66.0,关闭遮阳棚,环境条件适宜
2025/5/3,2,采收期,多云,29.9,23.0,69.0,11.0,0.0,60.0,关闭遮阳棚,环境条件适宜
2025/5/3,3,采收期,多云,29.9,23.0,69.0,11.0,0.0,65.0,关闭遮阳棚,环境条件适宜
2025/5/3,4,采收期,多云,29.9,23.0,69.0,11.0,0.0,61.0,关闭遮阳棚,环境条件适宜
2025/5/4,1,采收期,晴,31.0,23.2,65.0,16.1,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/4,2,采收期,晴,31.0,23.2,65.0,16.1,0.0,53.0,开启遮阳棚,"高温, 强光照"
2025/5/4,3,采收期,晴,31.0,23.2,65.0,16.1,0.0,53.0,开启遮阳棚,"高温, 强光照"
2025/5/4,4,采收期,晴,31.0,23.2,65.0,16.1,0.0,52.0,开启遮阳棚,"高温, 强光照"
2025/5/5,1,采收期,晴,31.2,23.5,64.0,16.2,0.0,53.0,开启遮阳棚,"高温, 强光照"
2025/5/5,2,采收期,晴,31.2,23.5,64.0,16.2,0.0,55.0,开启遮阳棚,"高温, 强光照"
2025/5/5,3,果实膨大期,晴,31.2,23.5,64.0,16.2,0.0,60.0,开启遮阳棚,"高温, 强光照"
2025/5/5,4,果实膨大期,晴,31.2,23.5,64.0,16.2,0.0,52.0,开启遮阳棚,"高温, 强光照"
2025/5/6,1,采收期,晴,31.5,23.8,63.0,16.3,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/6,2,采收期,晴,31.5,23.8,63.0,16.3,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/6,3,转色期,晴,31.5,23.8,63.0,16.3,0.0,55.0,开启遮阳棚,"高温, 强光照"
2025/5/6,4,转色期,晴,31.5,23.8,63.0,16.3,0.0,57.0,开启遮阳棚,"高温, 强光照"
2025/5/7,1,采收期,晴,31.8,24.0,62.0,16.4,0.0,61.0,开启遮阳棚,"高温, 强光照"
2025/5/7,2,采收期,晴,31.8,24.0,62.0,16.4,0.0,62.0,开启遮阳棚,"高温, 强光照"
2025/5/7,3,成熟期,晴,31.8,24.0,62.0,16.4,0.0,62.0,开启遮阳棚,"高温, 强光照"
2025/5/7,4,成熟期,晴,31.8,24.0,62.0,16.4,0.0,54.0,开启遮阳棚,"高温, 强光照"
2025/5/8,1,采收期,多云,30.9,24.2,68.0,11.5,0.0,67.0,开启遮阳棚,高温
2025/5/8,2,采收期,多云,30.9,24.2,68.0,11.5,0.0,63.0,开启遮阳棚,高温
2025/5/8,3,采收期,多云,30.9,24.2,68.0,11.5,0.0,63.0,开启遮阳棚,高温
2025/5/8,4,采收期,多云,30.9,24.2,68.0,11.5,0.0,58.0,开启遮阳棚,高温
2025/5/9,1,采收期,晴,32.0,24.5,65.0,16.5,0.0,64.0,开启遮阳棚,"高温, 强光照"
2025/5/9,2,采收期,晴,32.0,24.5,65.0,16.5,0.0,69.0,开启遮阳棚,"高温, 强光照"
2025/5/9,3,采收期,晴,32.0,24.5,65.0,16.5,0.0,69.0,开启遮阳棚,"高温, 强光照"
2025/5/9,4,采收期,晴,32.0,24.5,65.0,16.5,0.0,64.0,开启遮阳棚,"高温, 强光照"
